publication_id,study_id,es_id,reference,title,year,location,domain,intervention_category,intervention_technique,type_experiment,population,n_study,n_comparison,n_control,n_intervention,binary_outcome,mean_control,sd_control,mean_intervention,sd_intervention,cohens_d,variance_d,approximation
15,18,26,BIT (2013),Applying behavioural insights to organ donation: Preliminary results from a randomised controlled trial,2013,0,pro-social,information,social_reference,natural_field,1,813990,271330,135665,135665,1,0.02308315,NA,0.02907167,NA,0.03763845,1.47E-05,1
15,18,337,BIT (2013),Applying behavioural insights to organ donation: Preliminary results from a randomised controlled trial,2013,0,pro-social,information,social_reference,natural_field,1,813990,271330,135665,135665,1,0.02308315,NA,0.02907167,NA,0.03763845,1.47E-05,1
15,18,338,BIT (2013),Applying behavioural insights to organ donation: Preliminary results from a randomised controlled trial,2013,0,pro-social,information,visibility,natural_field,1,813990,271330,135665,135665,1,0.02308315,NA,0.02907167,NA,0.03763845,1.47E-05,1
92,128,384,Camilleri & Larrick (2014),Metric and scale design as choice architecture tools,2014,1,environment,information,translation,artefactual_field,1,484,323,162,161,1,0.552,NA,0.57,NA,0.03627302,0.01238606,1
29,34,342,Bhanot (2017),Cheap promises: Evidence from loan repayment pledges in an online experiment,2017,1,finance,assistance,commitment,natural_field,1,2787,1424,729,695,1,0.56,NA,0.585,NA,0.0344069,0.002811007,1
1,2,5,Zikmund-Fisher et al. (2011),"""I'll do what they did"": Social norm information and cancer treatment decisions.",2011,1,health,information,social_reference,artefactual_field,1,1077,718,359,359,1,0.461,NA,0.444,NA,0.03415618,0.005571843,1
33,46,57,BETA (2019),Credit when it's due,2019,0,finance,assistance,reminder,natural_field,1,16030,8005,4001,4004,0,551,1759,616,2135,0.03322895,0.00049976,0
25,30,340,Grepin et al. (2019),Cash on delivery: Results of a randomized experiment to promote maternal health care in Kenya,2019,0,health,assistance,reminder,framed_field,1,1514,908,574,334,1,0.3885017,NA,0.4041916,NA,0.03207819,0.004736739,0
12,15,333,Byrd et al. (2018),Adding sodium information to casual dining restaurant menus: Beneficial or detrimental for consumers?,2018,1,food,information,visibility,artefactual_field,1,381,242,127,115,0,3143.896,1318.029,3185.482,1315.718,0.0316,0.0166,0
29,34,345,Bhanot (2017),Cheap promises: Evidence from loan repayment pledges in an online experiment,2017,1,finance,assistance,commitment,natural_field,1,2787,1424,729,695,1,0.78,NA,0.792,NA,0.02926181,0.002810892,1
33,46,346,BETA (2019),Credit when it's due,2019,0,finance,assistance,reminder,natural_field,1,16030,8018,4001,4017,0,551,1759,605,2162,0.02739409,0.00049893,0
162,228,257,Damgaard & Gravert (2017),The hidden costs of nudging: Experimental evidence from reminders in fundraising,2017,0,pro-social,assistance,reminder,natural_field,1,17391,17391,8692,8699,1,0.0035,NA,0.0053,NA,0.0273404,0.000230026,0
69,97,116,Castleman & Page (2016),Freshman year financial aid nudges: An experiment to increase FAFSA renewal and college persistence,2016,1,other,assistance,reminder,natural_field,1,808,808,395,413,1,0.806,NA,0.812,NA,0.02554423,0.004953357,1
188,262,294,Impact and Innovation Unit (2018),Using behavioural insights to encourage charitable donations,2018,0,pro-social,structure,consequence,natural_field,1,196876,56251,28124,28127,1,0.000213341,NA,0.000746614,NA,0.02544184,7.11E-05,0
56,79,92,BETA (2018),Energy labels that make cents,2018,0,environment,information,translation,natural_field,1,39614,26341,13142,13199,1,0.0101,NA,0.0123,NA,0.02093057,0.000151864,0
56,79,360,BETA (2018),Energy labels that make cents,2018,0,environment,information,translation,natural_field,1,39614,26415,13142,13273,1,0.0101,NA,0.0118,NA,0.01634776,0.000151438,0
29,34,44,Bhanot (2017),Cheap promises: Evidence from loan repayment pledges in an online experiment,2017,1,finance,assistance,commitment,natural_field,1,2787,1404,729,675,1,0.56,NA,0.574,NA,0.01212292,0.002853276,1
188,262,424,Impact and Innovation Unit (2018),Using behavioural insights to encourage charitable donations,2018,0,pro-social,information,visibility,natural_field,1,196876,56250,28124,28126,1,0.000213341,NA,0.000426651,NA,0.0121006,7.11E-05,0
12,15,23,Byrd et al. (2018),Adding sodium information to casual dining restaurant menus: Beneficial or detrimental for consumers?,2018,1,food,information,visibility,artefactual_field,1,381,266,127,139,0,3143.896,1318.029,3152.602,1321.365,0.0066,0.0151,0
161,227,411,Miller et al. (2016),The effects of pre-ordering and behavioral nudges on national school lunch program participants' food item selection,2016,1,food,assistance,commitment,framed_field,0,133,133,98,35,1,NA,NA,NA,NA,0.00470321,0.03877559,0
188,262,295,Impact and Innovation Unit (2018),Using behavioural insights to encourage charitable donations,2018,0,pro-social,information,visibility,natural_field,1,196876,56249,28124,28125,1,0.000213341,NA,0.000248889,NA,0.002340307,7.11E-05,0
146,209,236,Loibl et al. (2018),Testing strategies to increase saving in individual development account programs,2018,1,finance,structure,default,natural_field,1,105,105,54,51,1,0.6319,NA,0.632,NA,0.000207351,0.03812636,0
204,292,435,Goswami & Urminsky (2016),When should the ask be a nudge? The effect of default amounts on charitable donations,2016,1,pro-social,structure,default,artefactual_field,1,76,76,24,52,1,0.2916667,NA,0.4592308,NA,0,0.1130952,0
1,296,7,Zikmund-Fisher et al. (2011),"""I'll do what they did"": Social norm information and cancer treatment decisions.",2011,1,health,information,social_reference,artefactual_field,1,1077,718,359,359,1,0.266,NA,0.266,NA,0,0.005571031,1
188,262,296,Impact and Innovation Unit (2018),Using behavioural insights to encourage charitable donations,2018,0,pro-social,information,social_reference,natural_field,1,196876,56249,28124,28125,1,0.000213341,NA,0.000177778,NA,-0.002545971,7.11E-05,0
201,281,318,Bronchetti et al. (2011),When a nudge isn't enough: Defaults and saving among low-income tax filers,2011,1,finance,structure,default,natural_field,1,259,259,130,129,1,0.093,NA,0.092,NA,-0.003451496,0.01544427,1
188,262,425,Impact and Innovation Unit (2018),Using behavioural insights to encourage charitable donations,2018,0,pro-social,information,social_reference,natural_field,1,196876,56248,28124,28124,1,0.000213341,NA,0.000142227,NA,-0.005361471,7.11E-05,0
15,18,336,BIT (2013),Applying behavioural insights to organ donation: Preliminary results from a randomised controlled trial,2013,0,pro-social,information,social_reference,natural_field,1,813990,271330,135665,135665,1,0.02308315,NA,0.02210321,NA,-0.006594742,1.47E-05,1
83,117,377,Goldzahl et al. (2018),Increasing breast-cancer screening uptake: A randomized controlled experiment,2018,0,health,information,social_reference,natural_field,1,15880,10584,5277,5307,1,0.4758,NA,0.4709,NA,-0.00981399,0.000377937,0
89,304,380,Wansink et al. (2017),Larger partitions lead to larger sales: Divided grocery carts alter purchase norms and increase sales,2017,0,food,structure,composition,framed_field,1,83,52,26,26,0,8.77,4.39,8.72,4.42,-0.0114,0.0769,0
106,149,170,Carter & Gonzalez-Vallejo (2018),Nutrient-specific system versus full fact panel: Testing the benefits of nutrient-specific front-of-package labels in a student sample,2018,1,food,assistance,reminder,conventional_lab,1,174,174,83,91,0,29.71,16.92,29.51,15.51,-0.0123,0.023,0
188,262,297,Impact and Innovation Unit (2018),Using behavioural insights to encourage charitable donations,2018,0,pro-social,information,translation,natural_field,1,196876,56249,28124,28125,1,0.000213341,NA,7.11E-05,NA,-0.01234775,7.11E-05,0
7,9,17,Hainmueller et al. (2018),A randomized controlled design reveals barriers to citizenship for low-income immigrants,2018,1,other,structure,effort,natural_field,1,1190,579,425,154,1,0.44,NA,0.4331062,NA,-0.01390008,0.008846615,0
5,7,14,Grant et al. (2018),"A comparison of the efficacy of three intervention trail types: Postal, group, and one-to-one facilitation, prior management and the impact of message framing and repeat meassages on the flock prevalence of lameness in sheep",2018,0,health,information,translation,framed_field,1,660,660,329,331,1,0.435,NA,0.426,NA,-0.01817672,0.006060912,0
93,129,148,Missbach & Konig (2016),Middle choice preference and snack choice: The role of self-regulatory resources to nudge healthier food choice,2016,0,food,structure,effort,conventional_lab,1,182,182,89,93,1,0.35,NA,0.34,NA,-0.02103683,0.02198986,0
83,117,136,Goldzahl et al. (2018),Increasing breast-cancer screening uptake: A randomized controlled experiment,2018,0,health,information,social_reference,natural_field,1,15880,10573,5277,5296,1,0.4758,NA,0.4651,NA,-0.02143789,0.000378345,0
209,326,441,Jin (2011),Improving response rates in web surveys with default setting: The effects of default on web survey participation and permission,2011,1,other,structure,default,artefactual_field,1,124,124,62,62,1,0.625,NA,0.613,NA,-0.02471078,0.03226053,1
8,10,18,Park et al. (2010),A randomized evaluation of loss and gain frames in an invitation to screening for type 2 diabetes,2010,0,health,information,translation,natural_field,1,116,116,57,59,1,0.82,NA,0.81,NA,-0.02575556,0.03449587,0
53,74,87,Niven et al. (2019),Effects of health star labelling on the healthiness of adults' fast food meal selections: An experimental study,2019,0,food,information,visibility,artefactual_field,1,1007,505,252,253,0,3.68,3.887635,3.78,3.814188,-0.026,0.0079,0
9,11,19,Courtright et al. (2016),A randomized trial of expanding choice sets to motivate advance directive completion,2016,1,health,structure,composition,framed_field,1,316,316,160,156,1,0.131,NA,0.122,NA,-0.02707879,0.01266142,0
143,204,231,Castleman & Page (2015),Summer nudging: Can personalized text messages and peer mentor outreach increase college going among low-income high school graduates?,2015,1,other,assistance,reminder,natural_field,1,1393,1393,696,697,1,0.701,NA,0.685,NA,-0.03469105,0.002871934,1
25,30,40,Grepin et al. (2019),Cash on delivery: Results of a randomized experiment to promote maternal health care in Kenya,2019,0,health,assistance,reminder,framed_field,1,1514,1180,574,606,1,0.3885017,NA,0.3712871,NA,-0.03546987,0.003392858,0
45,64,76,Soon et al. (2018),Effect of two behavioural 'nudging' interventions on management decisions for low back pain: A randomised vignette-based study in general practitioners,2018,0,health,structure,composition,artefactual_field,1,120,61,30,31,1,0.425,NA,0.4509,NA,-0.05220976,0.06561374,0
184,257,289,Evans et al. (2011),Trust and self-control: The moderating role of the default,2011,1,finance,structure,default,conventional_lab,1,62,62,36,26,0,9.61,6.85,9.15,6.09,-0.0703,0.0663,0
183,256,421,Gopalan et al. (2014),Translating the hemoglobin A1C with more easily understood feedback: A randomized controlled trial,2014,1,health,information,translation,framed_field,1,177,116,58,58,0,-0.74,2.817836,-0.55,NA,-0.0741,0.0345,0
115,310,400,Bohm et al. (2016),Outcome valence and externality valence framing in public good dilemmas,2016,0,pro-social,information,translation,conventional_lab,1,160,160,80,80,0,6.15,3.83,5.92,2.05,-0.0749,0.025,1
53,74,355,Niven et al. (2019),Effects of health star labelling on the healthiness of adults' fast food meal selections: An experimental study,2019,0,food,information,visibility,artefactual_field,1,1007,503,252,251,0,5452,2790.188,5686,3067.556,-0.0798,0.008,0
7,9,16,Hainmueller et al. (2018),A randomized controlled design reveals barriers to citizenship for low-income immigrants,2018,1,other,assistance,reminder,natural_field,1,1190,739,425,314,1,0.44,NA,NA,NA,-0.08294655,0.00554231,0
171,241,273,Carrera et al. (2018),The limits of simple implementation intentions: Evidence from a field experiment on making plans to exercise,2018,1,health,assistance,commitment,framed_field,1,877,877,439,438,0,2.63,3.15,2.33,2.93,-0.0986,0.0046,0
108,151,172,Zeinstra et al. (2010),Offering choice and its effect on Dutch children's liking and consumption of vegetables: A randomized controlled trial,2010,0,food,structure,composition,framed_field,0,303,206,96,110,0,55.8,45,51.3,46,-0.0988,0.0195,0
116,161,182,Raynor & Wing (2007),Package unit size and amount of food: Do both influence intake?,2007,1,food,structure,composition,conventional_lab,1,28,28,14,14,0,4026.8,2313.1,3783.4,2335.1,-0.1047,0.1431,0
114,158,179,Schwartz et al. (2021),Opting-in to prosocial incentives,2021,0,other,structure,consequence,artefactual_field,1,1266,1266,629,637,1,0.49,NA,0.436,NA,-0.1083508,0.00316432,0
49,68,80,Harnack et al. (2008),Effects of calorie labeling and value size pricing on fast food meal choices: Results from an experimental trial,2008,1,food,information,visibility,artefactual_field,1,301,301,150,151,0,827.5,400.6,873.6,439.1,-0.1097,0.0133,0
114,157,178,Schwartz et al. (2021),Opting-in to prosocial incentives,2021,0,other,structure,consequence,artefactual_field,1,437,437,216,221,1,0.236,NA,0.19,NA,-0.1124989,0.009168997,0
97,134,155,Thunstrom et al. (2018),Nudges that hurt those already hurting: Distributional and unintended effects of salience nudges,2018,1,other,assistance,reminder,conventional_lab,1,410,234,165,69,0,2.189,2.195,1.919,2.271,-0.1218,0.0206,0
79,110,129,Dos Santos et al. (2019),Impact of nudging intervention and factors associated with vegetable dish choice among European adolescents,2019,0,food,assistance,reminder,framed_field,0,79,79,42,37,1,0.1489,NA,0.1081,NA,-0.1222787,0.05093118,0
7,9,332,Hainmueller et al. (2018),A randomized controlled design reveals barriers to citizenship for low-income immigrants,2018,1,other,assistance,reminder,natural_field,1,1190,722,425,297,1,0.44,NA,NA,NA,-0.1338423,0.00573235,0
52,301,354,McCaul & Kopp (1982),Effects of goal setting and commitment on increasing metal recycling,1982,1,environment,assistance,commitment,framed_field,1,55,55,28,27,0,45.28,36.05017,40.87,24.20288,-0.1431,0.0729,0
36,300,348,Reiter et al. (2012),Default policies and parents' consent for school-located HPV vaccination,2012,1,health,structure,default,artefactual_field,1,188,188,94,94,1,0.41,NA,0.34,NA,-0.144743,0.02133232,1
108,151,394,Zeinstra et al. (2010),Offering choice and its effect on Dutch children's liking and consumption of vegetables: A randomized controlled trial,2010,0,food,structure,composition,framed_field,0,303,193,96,97,0,55.8,45,48.5,47,-0.1586,0.0208,0
163,229,259,Cheung et al. (2017),The Hunger Games: Using hunger to promote healthy choices in self-control conflicts,2017,1,food,information,social_reference,artefactual_field,1,201,201,101,100,0,NA,NA,NA,NA,-0.1636,0.02,1
4,6,12,Bacon & Krpan (2018),(Not) eating for the environment: The impact of restaurant menu design on vegetarian food choice,2018,0,food,structure,composition,artefactual_field,1,565,380,194,186,1,0.13,NA,0.06,NA,-0.2427918,0.01060855,0
114,309,399,Schwartz et al. (2021),Opting-in to prosocial incentives,2021,0,other,structure,consequence,artefactual_field,1,460,460,233,227,1,0.605,NA,0.476,NA,-0.2595934,0.00877038,0
36,49,60,Reiter et al. (2012),Default policies and parents' consent for school-located HPV vaccination,2012,1,health,structure,default,artefactual_field,1,80,80,40,40,1,0.75,NA,0.52,NA,-0.4835881,0.05146161,1
84,118,137,Narula et al. (2014),Increasing colonoscopies? A psychological perspective on opting in versus opting out,2014,1,health,structure,default,natural_field,1,81,81,41,40,1,0.854,NA,0.625,NA,-0.5339819,0.05115035,0
14,297,334,Yeomans & Herberich (2014),An experimental test of the effect of negative social norms on energy-efficient investments,2014,1,environment,information,social_reference,framed_field,1,221,67,31,36,1,0.581,NA,0.278,NA,-0.622775,0.06293024,0
158,223,252,Lalor & Hailey (1989),The effects of message framing and feelings of susceptibility to breast cancer on reported frequency of breast self-examination,1989,1,health,information,translation,conventional_lab,1,23,23,12,11,0,2.46,1.2,3.33,1.32,-0.6913,0.1846,1
