UID,Study_ID,Dependent_Variable,Study ,Short_name,Publication_Year,Effect_size,Standard_error,Lower_CI,Upper_CI,Sample_size,Covariates ,T_value,PCC,Standardised_effect_size,Standarised_se,var,Precision,Standardised_T,weights,Control_gender,Control_race,Control_income,Control_education,Homicide,Violent,Non_Violent,Both,Area_dummy,OLS,ML,Odds_Ratio,Panel_dummy,Endogeneity,North_America,Europe,Direct_Lead_Measure,Rep_estimate,Elasticity,Elasticity_SE
410,17,Violence with a weapon,"Nkomo, P., Mathee, A., Naicker, N., Galpin, J., Richter, L. M., & Norris, S. A. (2017). The association between elevated blood lead levels and violent behavior during late adolescence: The South African Birth to Twenty Plus cohort. Environment International, 109, 136–145. https://doi.org/10.1016/j.envint.2017.09.004",Nkomo et al. (2017),2017,-0.07,0.07,,,1327,8,-1,-0.027524094,-0.027531048,0.027524094,0.000757576,36.33180425,-1,1320,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,
411,17,Robbing,"Nkomo, P., Mathee, A., Naicker, N., Galpin, J., Richter, L. M., & Norris, S. A. (2017). The association between elevated blood lead levels and violent behavior during late adolescence: The South African Birth to Twenty Plus cohort. Environment International, 109, 136–145. https://doi.org/10.1016/j.envint.2017.09.004",Nkomo et al. (2017),2017,-0.02,0.07,,,1327,8,-0.285714286,-0.007866764,-0.007866926,0.027533674,0.000758103,36.31916344,-0.285714286,1319.081633,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,,
412,17,Sexual Harrasment,"Nkomo, P., Mathee, A., Naicker, N., Galpin, J., Richter, L. M., & Norris, S. A. (2017). The association between elevated blood lead levels and violent behavior during late adolescence: The South African Birth to Twenty Plus cohort. Environment International, 109, 136–145. https://doi.org/10.1016/j.envint.2017.09.004",Nkomo et al. (2017),2017,0.01,0.07,,,1327,8,0.142857143,0.003933473,0.003933494,0.027534313,0.000758138,36.31832056,0.142857143,1319.020408,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,,
413,17,Fighting,"Nkomo, P., Mathee, A., Naicker, N., Galpin, J., Richter, L. M., & Norris, S. A. (2017). The association between elevated blood lead levels and violent behavior during late adolescence: The South African Birth to Twenty Plus cohort. Environment International, 109, 136–145. https://doi.org/10.1016/j.envint.2017.09.004",Nkomo et al. (2017),2017,0.08,0.07,,,1318,8,1.142857143,0.031560211,0.031570696,0.027615185,0.000762598,36.21196104,1.142857143,1311.306122,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,
414,17,Robbing,"Nkomo, P., Mathee, A., Naicker, N., Galpin, J., Richter, L. M., & Norris, S. A. (2017). The association between elevated blood lead levels and violent behavior during late adolescence: The South African Birth to Twenty Plus cohort. Environment International, 109, 136–145. https://doi.org/10.1016/j.envint.2017.09.004",Nkomo et al. (2017),2017,-0.03,0.07,,,1318,8,-0.428571429,-0.011840148,-0.011840701,0.027627011,0.000763252,36.19645941,-0.428571429,1310.183673,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,,
415,17,Sexual Harrasment,"Nkomo, P., Mathee, A., Naicker, N., Galpin, J., Richter, L. M., & Norris, S. A. (2017). The association between elevated blood lead levels and violent behavior during late adolescence: The South African Birth to Twenty Plus cohort. Environment International, 109, 136–145. https://doi.org/10.1016/j.envint.2017.09.004",Nkomo et al. (2017),2017,0.01,0.07,,,1318,8,0.142857143,0.003946962,0.003946982,0.027628733,0.000763347,36.19420407,0.142857143,1310.020408,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,,
416,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.976,0.542,,,918,2,1.800738007,0.059393025,0.05946301,0.032982602,0.001087852,30.31901478,1.800738007,919.2426574,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.976,0.542
417,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,1.813,0.466,,,918,14,3.89055794,0.128328139,0.129039623,0.032984508,0.001087978,30.31726309,3.89055794,919.1364411,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1.813,0.466
418,18,Murder,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,1.084,0.656,,,918,2,1.652439024,0.054516926,0.054571033,0.032991793,0.001088458,30.31056837,1.652439024,918.7305547,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1.084,0.656
419,18,Property crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.427,0.368,,,918,2,1.160326087,0.038310109,0.038328868,0.033016675,0.001090101,30.28772617,1.160326087,917.3463566,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0.427,0.368
420,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.758,0.299,,,918,13,2.535117057,0.083972506,0.08417072,0.03312372,0.001097181,30.18984628,2.535117057,911.4268185,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.758,0.299
421,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,1.075,0.429,,,918,13,2.505827506,0.083009051,0.083200501,0.033126403,0.001097359,30.18740087,2.505827506,911.2791715,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1.075,0.429
422,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.21,0.086,,,918,13,2.441860465,0.080904104,0.081081319,0.033132157,0.00109774,30.18215835,2.441860465,910.9626825,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.21,0.086
423,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.786,0.323,,,918,13,2.433436533,0.080626818,0.080802212,0.033132904,0.001097789,30.18147798,2.433436533,910.9216134,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.786,0.323
424,18,Murder,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,1.887,0.74,,,918,14,2.55,0.084508347,0.084710391,0.033140528,0.001098295,30.17453396,2.55,910.5025,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1.887,0.74
425,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.775,0.337,,,918,13,2.299703264,0.076222334,0.076370464,0.033144421,0.001098553,30.17098996,2.299703264,910.2886351,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.775,0.337
426,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.888,0.449,,,918,12,1.977728285,0.065564246,0.065658435,0.033151291,0.001099008,30.16473784,1.977728285,909.9114092,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.888,0.449
427,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.969,0.44,,,918,13,2.202272727,0.073010647,0.073140793,0.03315241,0.001099082,30.16372002,2.202272727,909.8500052,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.969,0.44
428,18,Property crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.638,0.295,,,918,13,2.162711864,0.071705914,0.071829193,0.033155556,0.001099291,30.16085746,2.162711864,909.6773226,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0.638,0.295
429,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.98,0.474,,,918,13,2.067510549,0.068564641,0.068672388,0.033162898,0.001099778,30.15418047,2.067510549,909.2745999,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.98,0.474
430,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.785,0.403,,,918,13,1.947890819,0.064614772,0.064704922,0.03317166,0.001100359,30.146215,1.947890819,908.7942786,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0.785,0.403
431,18,Murder,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.745,0.468,,,918,13,1.591880342,0.052841964,0.052891229,0.033194683,0.001101887,30.12530636,1.591880342,907.534083,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.745,0.468
432,18,Property crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,-0.328,0.216,,,918,13,-1.518518519,-0.050413079,-0.050455852,0.033198857,0.001102164,30.12151886,-1.518518519,907.3058985,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,-0.328,0.216
433,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.447,0.312,,,918,13,1.432692308,0.047570388,0.04760632,0.033203492,0.001102472,30.11731408,1.432692308,907.0526072,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.447,0.312
434,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.159,0.124,,,918,13,1.282258065,0.042585034,0.042610805,0.03321097,0.001102969,30.1105328,1.282258065,906.6441857,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.159,0.124
435,18,Murder,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.492,0.65,,,918,12,0.756923077,0.025139137,0.025144435,0.033212275,0.001103055,30.10934959,0.756923077,906.5729325,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.492,0.65
436,18,Property crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,-0.046,0.304,,,918,12,-0.151315789,-0.005027067,-0.005027109,0.033222355,0.001103725,30.10021423,-0.151315789,906.0228965,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,-0.046,0.304
437,18,Property crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.637,0.501,,,918,14,1.271457086,0.042250273,0.04227544,0.033229806,0.00110422,30.09346446,1.271457086,905.6166031,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0.637,0.501
438,18,Property crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,-0.147,0.196,,,918,13,-0.75,-0.024923099,-0.024928262,0.033230799,0.001104286,30.09256553,-0.75,905.5625,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,-0.147,0.196
439,18,Murder,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.369,0.596,,,918,13,0.619127517,0.020576138,0.020579042,0.033234087,0.001104505,30.08958821,0.619127517,905.3833189,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.369,0.596
440,18,Murder,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.17,0.48,,,918,13,0.354166667,0.011772083,0.011772626,0.033238821,0.001104819,30.08530262,0.354166667,905.125434,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.17,0.48
441,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.127,0.444,,,918,13,0.286036036,0.00950773,0.009508016,0.033239622,0.001104872,30.08457772,0.286036036,905.0818166,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.127,0.444
442,18,Property crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,-0.078,0.281,,,918,13,-0.277580071,-0.009226681,-0.009226943,0.03323971,0.001104878,30.08449851,-0.277580071,905.0770507,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,-0.078,0.281
443,18,Murder,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,-0.07,0.416,,,918,13,-0.168269231,-0.005593371,-0.005593429,0.033240605,0.001104938,30.08368851,-0.168269231,905.0283145,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,-0.07,0.416
444,18,Murder,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.534,0.634,,,918,14,0.842271293,0.028002541,0.028009864,0.033246463,0.001105327,30.07838794,0.842271293,904.7094209,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.534,0.634
445,18,Property crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.096,0.174,,,918,14,0.551724138,0.018346983,0.018349042,0.033253907,0.001105822,30.07165442,0.551724138,904.3043995,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0.096,0.174
446,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.241,0.754,,,918,14,0.319628647,0.01063009,0.01063049,0.033257626,0.00110607,30.06829165,0.319628647,904.1021625,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.241,0.754
447,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,1.028,0.292,,,901,13,3.520547945,0.117325903,0.117868738,0.033326035,0.001110625,30.00657024,3.520547945,900.3942578,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1.028,0.292
448,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,1.378,0.397,,,901,13,3.471032746,0.115698002,0.116218434,0.033332443,0.001111052,30.00080113,3.471032746,900.0480683,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1.378,0.397
449,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,1.027,0.318,,,901,13,3.229559748,0.107746008,0.108165885,0.033362444,0.001113053,29.97382285,3.229559748,898.4300562,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1.027,0.318
450,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,1.192,0.437,,,901,13,2.727688787,0.091154162,0.091407897,0.033418095,0.001116769,29.92390827,2.727688787,895.4402861,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1.192,0.437
451,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.963,0.377,,,901,13,2.554376658,0.085406069,0.085614639,0.03343519,0.001117912,29.90860813,2.554376658,894.5248401,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.963,0.377
452,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.74,0.317,,,901,13,2.334384858,0.078097564,0.078256926,0.033455308,0.001119258,29.89062316,2.334384858,893.4493527,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.74,0.317
453,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.93,0.416,,,901,13,2.235576923,0.074810821,0.074950855,0.033463765,0.001119824,29.88306885,2.235576923,892.9978042,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.93,0.416
454,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.826,0.383,,,901,13,2.156657963,0.072183907,0.072309672,0.033470262,0.001120258,29.87726851,2.156657963,892.6511736,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.826,0.383
455,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.193,0.092,,,901,13,2.097826087,0.070224635,0.070340415,0.033474955,0.001120573,29.87307942,2.097826087,892.4008743,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.193,0.092
456,18,Murder,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.749,0.555,,,901,13,1.34954955,0.045241546,0.045272451,0.033523442,0.001123821,29.82987234,1.34954955,889.821284,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.749,0.555
457,18,Murder,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.684,0.56,,,901,13,1.221428571,0.040954071,0.040976991,0.033529649,0.001124237,29.82435058,1.221428571,889.4918878,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.684,0.56
458,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.125,0.127,,,901,13,0.984251969,0.033011332,0.033023331,0.033539513,0.001124899,29.81557901,0.984251969,888.9687519,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0.125,0.127
459,18,Murder,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.394,0.567,,,901,13,0.694885362,0.023312488,0.023316713,0.033548683,0.001125514,29.80742971,0.694885362,888.4828657,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.394,0.567
460,18,Property crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,-0.103,0.244,,,901,13,-0.422131148,-0.014164373,-0.01416532,0.033554436,0.0011259,29.80231861,-0.422131148,888.1781947,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,-0.103,0.244
461,18,Property crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,0.086,0.291,,,901,13,0.295532646,0.009916939,0.009917264,0.033556153,0.001126015,29.80079428,0.295532646,888.0873395,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0.086,0.291
462,18,Property crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,-0.049,0.28,,,901,13,-0.175,-0.005872514,-0.005872582,0.033557224,0.001126087,29.7998427,-0.175,888.030625,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,-0.049,0.28
463,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,1.374,0.389,,,867,13,3.532133676,0.119993818,0.120574756,0.033972049,0.0011541,29.43596386,3.532133676,866.4759683,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1.374,0.389
464,18,Violent crime,"Wolpaw Reyes, J., & College, A. (2007). Environmental Policy as Social Policy?  The Impact of Childhood Lead Exposure on Crime. In The B.E. Journal of Economic Analysis & Policy (Vol. 7). Retrieved from http://www.bepress.com/bejeap/vol7/iss1/art100",Reyes (2007),2007,1.146,0.325,,,867,13,3.526153846,0.119793588,0.120371606,0.033972876,0.001154156,29.43524691,3.526153846,866.4337609,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1.146,0.325
